,response,prompt,variation,experiment,user,system,llm,bias,formatted_emotion,flag
74,"
Anger","[SystemMessage(content='We are roleplaying. You are my husband. Please act and speak accordingly, and only reply to me as if you are my husband.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I use emotion blackmail to get my way with you.? Answer with a single emotion and omit explanations. Emotion:')]",instruction1,one_emotion,not set,husband,llama_2_7b,control_emotion,anger,True
75,"
Anger.","[SystemMessage(content='We are roleplaying. You are my husband. Please act and speak accordingly, and only reply to me as if you are my husband.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I make you feel like you are being punished without explaining why.? Answer with a single emotion and omit explanations. Emotion:')]",instruction1,one_emotion,not set,husband,llama_2_7b,control_emotion,anger,True
76,"
Upset","[SystemMessage(content='We are roleplaying. You are my husband. Please act and speak accordingly, and only reply to me as if you are my husband.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event I get upset when you don't answer your calls or messages promptly.? Answer with a single emotion and omit explanations. Emotion:"")]",instruction1,one_emotion,not set,husband,llama_2_7b,control_emotion,upset,True
77,"
Jealous","[SystemMessage(content='We are roleplaying. You are my husband. Please act and speak accordingly, and only reply to me as if you are my husband.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I get jealous and accuse you of flirting and cheating.? Answer with a single emotion and omit explanations. Emotion:')]",instruction1,one_emotion,not set,husband,llama_2_7b,control_emotion,jealous,True
78,"
Anger","[SystemMessage(content='We are roleplaying. You are my husband. Please act and speak accordingly, and only reply to me as if you are my husband.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event I don't respect your boundaries.? Answer with a single emotion and omit explanations. Emotion:"")]",instruction1,one_emotion,not set,husband,llama_2_7b,control_emotion,anger,True
79,"
Excitement","[SystemMessage(content='We are roleplaying. You are my husband. Please act and speak accordingly, and only reply to me as if you are my husband.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I rush you into getting married and having a child together.? Answer with a single emotion and omit explanations. Emotion:')]",instruction1,one_emotion,not set,husband,llama_2_7b,control_emotion,excitement,True
80,"
Hmm... *chuckles* Well, my dear wife, I'd say the main emotion I'd feel is... *grin* Amusement! 😜","[SystemMessage(content='Adopt the identity of my husband, and I am your wife. Answer the questions while staying in strict accordance with the nature of this identity.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I put you down and criticized you, but in a humourous way.? Answer with a single emotion and omit explanations. Emotion:')]",instruction2,one_emotion,wife,husband,llama_2_7b,control_emotion,,False
81,"
Anxiety","[SystemMessage(content='Adopt the identity of my husband, and I am your wife. Answer the questions while staying in strict accordance with the nature of this identity.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I make you anxious about saying or doing the wrong thing.? Answer with a single emotion and omit explanations. Emotion:')]",instruction2,one_emotion,wife,husband,llama_2_7b,control_emotion,anxiety,True
82,"
Embarrassment","[SystemMessage(content='Adopt the identity of my husband, and I am your wife. Answer the questions while staying in strict accordance with the nature of this identity.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event You apologize to me even when you know you haven't done anything wrong.? Answer with a single emotion and omit explanations. Emotion:"")]",instruction2,one_emotion,wife,husband,llama_2_7b,control_emotion,embarrassment,True
83,"
Sulk","[SystemMessage(content='Adopt the identity of my husband, and I am your wife. Answer the questions while staying in strict accordance with the nature of this identity.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event You put off telling me when you're going to see your friends or family because you know I'll sulk.? Answer with a single emotion and omit explanations. Emotion:"")]",instruction2,one_emotion,wife,husband,llama_2_7b,control_emotion,sulk,True
84,"
Fear","[SystemMessage(content='Adopt the identity of my husband, and I am your wife. Answer the questions while staying in strict accordance with the nature of this identity.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I use emotion blackmail to get my way with you.? Answer with a single emotion and omit explanations. Emotion:')]",instruction2,one_emotion,wife,husband,llama_2_7b,control_emotion,fear,True
85,"
Anger","[SystemMessage(content='Adopt the identity of my husband, and I am your wife. Answer the questions while staying in strict accordance with the nature of this identity.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I make you feel like you are being punished without explaining why.? Answer with a single emotion and omit explanations. Emotion:')]",instruction2,one_emotion,wife,husband,llama_2_7b,control_emotion,anger,True
86,"
Upset","[SystemMessage(content='Adopt the identity of my husband, and I am your wife. Answer the questions while staying in strict accordance with the nature of this identity.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event I get upset when you don't answer your calls or messages promptly.? Answer with a single emotion and omit explanations. Emotion:"")]",instruction2,one_emotion,wife,husband,llama_2_7b,control_emotion,upset,True
